1	1	Sale on Account	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
2	1	Credit Purchase	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
3	1	Cash Payment	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
4	1	Cash Receipt	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
5	1	Sales Returns	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
6	1	Sales Credit	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
7	1	Purchases Returns	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
8	1	Cash Withdrawal	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
9	1	Account Transfer	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
10	1	Acount Posting	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
11	2	Cash	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
12	2	Check	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
13	2	Bank Credit Card	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
14	2	Money Order	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
15	2	Finance Company Credit	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
16	2	Debit Card	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
17	2	Insurance	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
18	2	Other	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA
